,Source node name,Target node name,Source node type,Target node type,Relationship type
71451,PIDD1,C0007134,gene,disease,risk_gene
71452,PIDD1,C0279702,gene,disease,risk_gene
71453,PIDD1,C1266042,gene,disease,risk_gene
71454,PIDD1,C1266043,gene,disease,risk_gene
71455,PIDD1,C1266044,gene,disease,risk_gene
71456,PIDD1,C1306837,gene,disease,risk_gene
71465,MEG3,C1842466,gene,disease,risk_gene
71466,MCM10,C2239176,gene,disease,risk_gene
71467,ZNF331,C0037274,gene,disease,risk_gene
71468,ZNF331,C0274861,gene,disease,risk_gene
71469,ZNF331,C0274862,gene,disease,risk_gene
71470,ZNF331,C0311375,gene,disease,risk_gene
71471,ZNF331,C0751851,gene,disease,risk_gene
71472,ZNF331,C0751852,gene,disease,risk_gene
71475,ETNK1,C0087031,gene,disease,risk_gene
71476,ETNK1,C1292772,gene,disease,risk_gene
71478,ETNK1,C3495559,gene,disease,risk_gene
71479,ETNK1,C3714758,gene,disease,risk_gene
71480,ETNK1,C4552091,gene,disease,risk_gene
71481,ETNK1,C4704862,gene,disease,risk_gene
71482,HES6,C0525045,gene,disease,risk_gene
71483,TRPV6,C0032460,gene,disease,risk_gene
71484,TRPV6,C1136382,gene,disease,risk_gene
71485,TRPV6,C1300287,gene,disease,risk_gene
71486,TRPV6,C1832615,gene,disease,risk_gene
71487,TNFRSF19,C0025202,gene,disease,risk_gene
71488,TNFRSF19,C0027439,gene,disease,risk_gene
71489,TNFRSF19,C0238301,gene,disease,risk_gene
71490,NOP10,C0265965,gene,disease,risk_gene
71491,NOP10,C1846142,gene,disease,risk_gene
71492,NOP10,C1857144,gene,disease,risk_gene
71493,NOP10,C3502105,gene,disease,risk_gene
71494,GPRC5D,C0005586,gene,disease,risk_gene
71495,GPRC5D,C1839839,gene,disease,risk_gene
71496,BATF3,C0023343,gene,disease,risk_gene
71497,SMPD3,C0023418,gene,disease,risk_gene
71498,SMPD3,C2713368,gene,disease,risk_gene
71499,SMPD3,C3463824,gene,disease,risk_gene
71500,TRIM36,C0002902,gene,disease,risk_gene
71503,DHTKD1,C0023893,gene,disease,risk_gene
71504,DHTKD1,C1859817,gene,disease,risk_gene
71505,DHTKD1,C3554366,gene,disease,risk_gene
71506,SLC30A10,C0008370,gene,disease,risk_gene
71507,SLC30A10,C0013421,gene,disease,risk_gene
71508,SLC30A10,C0020676,gene,disease,risk_gene
71509,SLC30A10,C0023890,gene,disease,risk_gene
71510,SLC30A10,C0030567,gene,disease,risk_gene
71511,SLC30A10,C0032461,gene,disease,risk_gene
71512,SLC30A10,C0239946,gene,disease,risk_gene
71513,SLC30A10,C0242422,gene,disease,risk_gene
71514,SLC30A10,C0242423,gene,disease,risk_gene
71515,SLC30A10,C0271801,gene,disease,risk_gene
71516,SLC30A10,C0393588,gene,disease,risk_gene
71517,SLC30A10,C0393610,gene,disease,risk_gene
71518,SLC30A10,C0677050,gene,disease,risk_gene
71519,SLC30A10,C0751093,gene,disease,risk_gene
71520,SLC30A10,C0752097,gene,disease,risk_gene
71521,SLC30A10,C0752098,gene,disease,risk_gene
71522,SLC30A10,C0752100,gene,disease,risk_gene
71523,SLC30A10,C0752101,gene,disease,risk_gene
71524,SLC30A10,C0752104,gene,disease,risk_gene
71525,SLC30A10,C0752105,gene,disease,risk_gene
71526,SLC30A10,C1527405,gene,disease,risk_gene
71527,SLC30A10,C1868675,gene,disease,risk_gene
71528,SLC30A10,C2750442,gene,disease,risk_gene
71529,SLC30A10,C3665349,gene,disease,risk_gene
71530,SLC30A10,C4316995,gene,disease,risk_gene
71531,MAML3,C0010606,gene,disease,risk_gene
71532,MAML3,C0018798,gene,disease,risk_gene
71533,MAML3,C0205944,gene,disease,risk_gene
71534,MAML3,C0205945,gene,disease,risk_gene
71535,MAML3,C1261473,gene,disease,risk_gene
71536,MAML3,C1710096,gene,disease,risk_gene
71537,SOX6,C3495676,gene,disease,risk_gene
71538,KLK15,C0006142,gene,disease,risk_gene
71539,PLXNA3,C0014170,gene,disease,risk_gene
71540,PLXNA3,C0476089,gene,disease,risk_gene
71544,FOXRED1,C0023264,gene,disease,risk_gene
71545,FOXRED1,C0162666,gene,disease,risk_gene
71546,FOXRED1,C0751651,gene,disease,risk_gene
71547,FOXRED1,C0949855,gene,disease,risk_gene
71548,FOXRED1,C0949856,gene,disease,risk_gene
71549,FOXRED1,C0949857,gene,disease,risk_gene
71550,FOXRED1,C1838951,gene,disease,risk_gene
71551,FOXRED1,C1838979,gene,disease,risk_gene
71552,FOXRED1,C1850597,gene,disease,risk_gene
71553,FOXRED1,C1850598,gene,disease,risk_gene
71554,FOXRED1,C1850599,gene,disease,risk_gene
71555,FOXRED1,C1850600,gene,disease,risk_gene
71556,FOXRED1,C2931891,gene,disease,risk_gene
71557,FOXRED1,C4748791,gene,disease,risk_gene
71558,STAB2,C0033578,gene,disease,risk_gene
71559,STAB2,C0376358,gene,disease,risk_gene
71560,STAB2,C2239176,gene,disease,risk_gene
71561,NAGK,C0023893,gene,disease,risk_gene
71562,NAGK,C0027627,gene,disease,risk_gene
71563,NAGK,C0033578,gene,disease,risk_gene
71564,NAGK,C0376358,gene,disease,risk_gene
71567,ZCCHC8,C0020796,gene,disease,risk_gene
71568,ZCCHC8,C0025363,gene,disease,risk_gene
71569,ZCCHC8,C0917816,gene,disease,risk_gene
71570,ZCCHC8,C3714756,gene,disease,risk_gene
71571,RNPC3,C0013338,gene,disease,risk_gene
71572,RNPC3,C0342573,gene,disease,risk_gene
71573,RNPC3,C4748435,gene,disease,risk_gene
71574,ITLN1,C0011860,gene,disease,risk_gene
71575,ITLN1,C0025500,gene,disease,risk_gene
71576,ITLN1,C0242698,gene,disease,risk_gene
71577,DDX60,C0021400,gene,disease,risk_gene
71578,TENT5A,C0029434,gene,disease,risk_gene
71579,TENT5A,C4693736,gene,disease,risk_gene
71580,KIF21A,C0149925,gene,disease,risk_gene
71581,KIF21A,C1302995,gene,disease,risk_gene
71582,KIF21A,C1851102,gene,disease,risk_gene
71583,KIF21A,C2751105,gene,disease,risk_gene
71584,FERMT1,C0406557,gene,disease,risk_gene
71587,ASAP3,C0009402,gene,disease,risk_gene
71588,DOCK10,C0023893,gene,disease,risk_gene
71589,TRMT1,C0020796,gene,disease,risk_gene
71590,TRMT1,C0025363,gene,disease,risk_gene
71591,TRMT1,C0557874,gene,disease,risk_gene
71592,TRMT1,C0917816,gene,disease,risk_gene
71593,TRMT1,C3714756,gene,disease,risk_gene
71594,TRMT1,C4749033,gene,disease,risk_gene
71595,POMGNT1,C0035334,gene,disease,risk_gene
71596,POMGNT1,C0265221,gene,disease,risk_gene
71597,POMGNT1,C0410174,gene,disease,risk_gene
71598,POMGNT1,C0457133,gene,disease,risk_gene
71599,POMGNT1,C0686353,gene,disease,risk_gene
71601,POMGNT1,C2936406,gene,disease,risk_gene
71602,POMGNT1,C3150412,gene,disease,risk_gene
71603,POMGNT1,C3150417,gene,disease,risk_gene
71604,POMGNT1,C3151519,gene,disease,risk_gene
71606,POMGNT1,C4310704,gene,disease,risk_gene
71608,AMBRA1,C0036341,gene,disease,risk_gene
71609,SLC39A4,C0001197,gene,disease,risk_gene
71610,SLC39A4,C0027627,gene,disease,risk_gene
71611,SLC39A4,C0035228,gene,disease,risk_gene
71612,SLC39A4,C0221036,gene,disease,risk_gene
71613,SLC39A4,C0263372,gene,disease,risk_gene
71614,DEPDC1,C2239176,gene,disease,risk_gene
71615,CHD7,C0021051,gene,disease,risk_gene
71616,CHD7,C0033578,gene,disease,risk_gene
71617,CHD7,C0152423,gene,disease,risk_gene
71618,CHD7,C0162809,gene,disease,risk_gene
71619,CHD7,C0265354,gene,disease,risk_gene
71620,CHD7,C0342384,gene,disease,risk_gene
71621,CHD7,C0376358,gene,disease,risk_gene
71622,CHD7,C1384666,gene,disease,risk_gene
71625,CHD7,C1837461,gene,disease,risk_gene
71626,CHD7,C2700553,gene,disease,risk_gene
71628,CHD7,C2936502,gene,disease,risk_gene
71629,CHD7,C3552553,gene,disease,risk_gene
71630,FLVCR2,C1856972,gene,disease,risk_gene
71631,FLVCR2,C3203738,gene,disease,risk_gene
71632,OSGEP,C0795949,gene,disease,risk_gene
71633,OSGEP,C3714756,gene,disease,risk_gene
71634,OSGEP,C4540266,gene,disease,risk_gene
71635,PIGV,C1855923,gene,disease,risk_gene
71636,PIGV,C4551502,gene,disease,risk_gene
71637,NHP2,C0265965,gene,disease,risk_gene
71638,NHP2,C1846142,gene,disease,risk_gene
71639,NHP2,C3151441,gene,disease,risk_gene
71640,NHP2,C3502105,gene,disease,risk_gene
71641,TMEM127,C0030421,gene,disease,risk_gene
71642,TMEM127,C0031511,gene,disease,risk_gene
71644,TMEM127,C0279702,gene,disease,risk_gene
71646,TMEM127,C1257877,gene,disease,risk_gene
71648,TMEM127,C1708353,gene,disease,risk_gene
71651,MFN1,C2931673,gene,disease,risk_gene
71652,PEX26,C0002452,gene,disease,risk_gene
71653,PEX26,C0011351,gene,disease,risk_gene
71654,PEX26,C0043459,gene,disease,risk_gene
71655,PEX26,C0162309,gene,disease,risk_gene
71657,PEX26,C0282527,gene,disease,risk_gene
71658,PEX26,C0751594,gene,disease,risk_gene
71659,PEX26,C1527231,gene,disease,risk_gene
71660,PEX26,C1832200,gene,disease,risk_gene
71661,PEX26,C1856186,gene,disease,risk_gene
71664,PEX26,C3553951,gene,disease,risk_gene
71665,PEX26,C3658299,gene,disease,risk_gene
71666,PEX26,C3888385,gene,disease,risk_gene
71668,SLC30A6,C0002395,gene,disease,risk_gene
71669,SLC30A6,C0011265,gene,disease,risk_gene
71670,SLC30A6,C0276496,gene,disease,risk_gene
71671,SLC30A6,C0494463,gene,disease,risk_gene
71672,SLC30A6,C0546126,gene,disease,risk_gene
71673,SLC30A6,C0750900,gene,disease,risk_gene
71674,SLC30A6,C0750901,gene,disease,risk_gene
71675,LIMS2,C0686353,gene,disease,risk_gene
71676,LIMS2,C0878544,gene,disease,risk_gene
71677,LIMS2,C4022537,gene,disease,risk_gene
71678,LIMS2,C4225192,gene,disease,risk_gene
71680,RABL6,C0020796,gene,disease,risk_gene
71681,RABL6,C0025363,gene,disease,risk_gene
71682,RABL6,C0917816,gene,disease,risk_gene
71683,RABL6,C3714756,gene,disease,risk_gene
71684,TRMU,C1838854,gene,disease,risk_gene
71685,TRMU,C1857332,gene,disease,risk_gene
71686,TRMU,C3151898,gene,disease,risk_gene
71687,TRMU,C3278664,gene,disease,risk_gene
71690,PACS1,C0013146,gene,disease,risk_gene
71691,PACS1,C0013170,gene,disease,risk_gene
71692,PACS1,C0013222,gene,disease,risk_gene
71694,PACS1,C0028754,gene,disease,risk_gene
71695,PACS1,C0029231,gene,disease,risk_gene
71696,PACS1,C0038580,gene,disease,risk_gene
71697,PACS1,C0038586,gene,disease,risk_gene
71698,PACS1,C0236969,gene,disease,risk_gene
71700,PACS1,C0740858,gene,disease,risk_gene
71701,PACS1,C1510472,gene,disease,risk_gene
71702,PACS1,C3554343,gene,disease,risk_gene
71703,PACS1,C3714756,gene,disease,risk_gene
71704,PACS1,C4316881,gene,disease,risk_gene
71705,FRMD4A,C0013146,gene,disease,risk_gene
71706,FRMD4A,C0013170,gene,disease,risk_gene
71707,FRMD4A,C0013222,gene,disease,risk_gene
71708,FRMD4A,C0029231,gene,disease,risk_gene
71709,FRMD4A,C0038580,gene,disease,risk_gene
71710,FRMD4A,C0038586,gene,disease,risk_gene
71711,FRMD4A,C0236969,gene,disease,risk_gene
71712,FRMD4A,C0740858,gene,disease,risk_gene
71713,FRMD4A,C1510472,gene,disease,risk_gene
71714,FRMD4A,C4225193,gene,disease,risk_gene
71715,FRMD4A,C4316881,gene,disease,risk_gene
71716,VAC14,C1857663,gene,disease,risk_gene
71717,VAC14,C4310743,gene,disease,risk_gene
71718,IARS2,C0010093,gene,disease,risk_gene
71719,IARS2,C0023264,gene,disease,risk_gene
71720,IARS2,C0029927,gene,disease,risk_gene
71721,IARS2,C1838951,gene,disease,risk_gene
71722,IARS2,C1850597,gene,disease,risk_gene
71723,IARS2,C1850598,gene,disease,risk_gene
71724,IARS2,C1850599,gene,disease,risk_gene
71725,IARS2,C1850600,gene,disease,risk_gene
71726,IARS2,C2931891,gene,disease,risk_gene
71727,IARS2,C4014942,gene,disease,risk_gene
71728,POLR3B,C0020796,gene,disease,risk_gene
71729,POLR3B,C0025363,gene,disease,risk_gene
71731,POLR3B,C0917816,gene,disease,risk_gene
71732,POLR3B,C1859301,gene,disease,risk_gene
71733,POLR3B,C2676243,gene,disease,risk_gene
71734,POLR3B,C3280644,gene,disease,risk_gene
71735,POLR3B,C3714756,gene,disease,risk_gene
71737,CCDC88A,C1850055,gene,disease,risk_gene
71738,CCDC88A,C1850056,gene,disease,risk_gene
71739,NDC1,C0043094,gene,disease,risk_gene
71740,TENM3,C0009171,gene,disease,risk_gene
71741,TENM3,C0236736,gene,disease,risk_gene
71742,TENM3,C0264423,gene,disease,risk_gene
71743,TENM3,C0600427,gene,disease,risk_gene
71744,TENM3,C2931501,gene,disease,risk_gene
71745,TENM3,C3554592,gene,disease,risk_gene
71746,WDR11,C0013146,gene,disease,risk_gene
71747,WDR11,C0013170,gene,disease,risk_gene
71748,WDR11,C0013222,gene,disease,risk_gene
71749,WDR11,C0029231,gene,disease,risk_gene
71750,WDR11,C0036341,gene,disease,risk_gene
71751,WDR11,C0038580,gene,disease,risk_gene
71752,WDR11,C0038586,gene,disease,risk_gene
71753,WDR11,C0162809,gene,disease,risk_gene
71754,WDR11,C0236969,gene,disease,risk_gene
71755,WDR11,C0342384,gene,disease,risk_gene
71756,WDR11,C0740858,gene,disease,risk_gene
71757,WDR11,C1510472,gene,disease,risk_gene
71758,WDR11,C3540450,gene,disease,risk_gene
71759,WDR11,C4053775,gene,disease,risk_gene
71760,WDR11,C4316881,gene,disease,risk_gene
71761,IQCC,C0032460,gene,disease,risk_gene
71762,IQCC,C1136382,gene,disease,risk_gene
71763,ASF1B,C2239176,gene,disease,risk_gene
71764,ASF1B,C3658266,gene,disease,risk_gene
71765,ASF1B,C3658267,gene,disease,risk_gene
71767,INTS13,C0263454,gene,disease,risk_gene
71769,ATF7IP,C0023485,gene,disease,risk_gene
71770,ATF7IP,C0027654,gene,disease,risk_gene
71771,ATF7IP,C0027658,gene,disease,risk_gene
71772,ATF7IP,C0039590,gene,disease,risk_gene
71773,ATF7IP,C0153594,gene,disease,risk_gene
71774,ATF7IP,C0205851,gene,disease,risk_gene
71775,ATF7IP,C0205852,gene,disease,risk_gene
71776,ATF7IP,C0740345,gene,disease,risk_gene
71777,ATF7IP,C0751364,gene,disease,risk_gene
71778,ATF7IP,C0751365,gene,disease,risk_gene
71779,ATF7IP,C1720811,gene,disease,risk_gene
71780,HHAT,C0036341,gene,disease,risk_gene
71781,HHAT,C0238198,gene,disease,risk_gene
71782,HHAT,C1838654,gene,disease,risk_gene
71783,HHAT,C3179349,gene,disease,risk_gene
71785,VPS35,C0030567,gene,disease,risk_gene
71786,VPS35,C0036341,gene,disease,risk_gene
71787,VPS35,C3280133,gene,disease,risk_gene
71788,ARFGAP1,C0008073,gene,disease,risk_gene
71789,ARFGAP1,C0027765,gene,disease,risk_gene
71790,ARFGAP1,C0085996,gene,disease,risk_gene
71791,ARFGAP1,C0085997,gene,disease,risk_gene
71792,NAXD,C0024623,gene,disease,risk_gene
71793,NAXD,C0038356,gene,disease,risk_gene
71794,NAXD,C0235874,gene,disease,risk_gene
71795,NAXD,C1708349,gene,disease,risk_gene
71796,ENAH,C0023467,gene,disease,risk_gene
71797,ENAH,C0026998,gene,disease,risk_gene
71798,ENAH,C1879321,gene,disease,risk_gene
71799,EDEM2,C0036341,gene,disease,risk_gene
71800,PARVA,C0013146,gene,disease,risk_gene
71801,PARVA,C0013170,gene,disease,risk_gene
71802,PARVA,C0013222,gene,disease,risk_gene
71803,PARVA,C0029231,gene,disease,risk_gene
71804,PARVA,C0038580,gene,disease,risk_gene
71805,PARVA,C0038586,gene,disease,risk_gene
71806,PARVA,C0236969,gene,disease,risk_gene
71807,PARVA,C0740858,gene,disease,risk_gene
71808,PARVA,C1510472,gene,disease,risk_gene
71809,PARVA,C4316881,gene,disease,risk_gene
71810,CHFR,C0007131,gene,disease,risk_gene
71811,CHFR,C0014170,gene,disease,risk_gene
71812,CHFR,C0024623,gene,disease,risk_gene
71813,CHFR,C0038356,gene,disease,risk_gene
71814,CHFR,C0476089,gene,disease,risk_gene
71815,CHFR,C1708349,gene,disease,risk_gene
71816,AP5M1,C0007134,gene,disease,risk_gene
71817,AP5M1,C0279702,gene,disease,risk_gene
71818,AP5M1,C1266042,gene,disease,risk_gene
71819,AP5M1,C1266043,gene,disease,risk_gene
71820,AP5M1,C1266044,gene,disease,risk_gene
71821,AP5M1,C1306837,gene,disease,risk_gene
71823,NUP133,C0795949,gene,disease,risk_gene
71824,NUP133,C1868672,gene,disease,risk_gene
71825,NUP133,C4748549,gene,disease,risk_gene
71826,CNDP2,C0011881,gene,disease,risk_gene
71827,CNDP2,C0015695,gene,disease,risk_gene
71828,CNDP2,C0017667,gene,disease,risk_gene
71829,CNDP2,C2711227,gene,disease,risk_gene
71831,AGK,C0009691,gene,disease,risk_gene
71832,AGK,C0266539,gene,disease,risk_gene
71834,AGK,C1859317,gene,disease,risk_gene
71835,AGK,C3553494,gene,disease,risk_gene
71836,SEPTIN11,C0005586,gene,disease,risk_gene
71837,SEPTIN11,C0036341,gene,disease,risk_gene
71838,SEPTIN11,C0268583,gene,disease,risk_gene
71839,SEPTIN11,C1855119,gene,disease,risk_gene
71840,CDK5RAP2,C0431350,gene,disease,risk_gene
71841,CDK5RAP2,C1858108,gene,disease,risk_gene
71842,CDK5RAP2,C3711387,gene,disease,risk_gene
71843,WDR12,C0007193,gene,disease,risk_gene
71844,WDR12,C0010054,gene,disease,risk_gene
71845,WDR12,C0027051,gene,disease,risk_gene
71846,WDR12,C1449563,gene,disease,risk_gene
71847,WDR12,C1956346,gene,disease,risk_gene
71848,DHX32,C0006142,gene,disease,risk_gene
71849,IFT122,C0008780,gene,disease,risk_gene
71850,IFT122,C0009451,gene,disease,risk_gene
71851,IFT122,C0010278,gene,disease,risk_gene
71852,IFT122,C0011989,gene,disease,risk_gene
71853,IFT122,C0013608,gene,disease,risk_gene
71854,IFT122,C0015393,gene,disease,risk_gene
71855,IFT122,C0020255,gene,disease,risk_gene
71856,IFT122,C0020256,gene,disease,risk_gene
71857,IFT122,C0022658,gene,disease,risk_gene
71858,IFT122,C0030044,gene,disease,risk_gene
71859,IFT122,C0037932,gene,disease,risk_gene
71860,IFT122,C0221356,gene,disease,risk_gene
71861,IFT122,C0265534,gene,disease,risk_gene
71862,IFT122,C0265535,gene,disease,risk_gene
71863,IFT122,C0270720,gene,disease,risk_gene
71864,IFT122,C0432198,gene,disease,risk_gene
71865,IFT122,C0432235,gene,disease,risk_gene
71866,IFT122,C0477432,gene,disease,risk_gene
71867,IFT122,C0549423,gene,disease,risk_gene
71869,IFT122,C1531647,gene,disease,risk_gene
71870,IFT122,C1833340,gene,disease,risk_gene
71871,IFT122,C1860819,gene,disease,risk_gene
71872,IFT122,C2931150,gene,disease,risk_gene
71873,IFT122,C2936718,gene,disease,risk_gene
71874,IFT122,C2936786,gene,disease,risk_gene
71875,IFT122,C4551720,gene,disease,risk_gene
71876,IFT122,C4551902,gene,disease,risk_gene
71877,INAVA,C0021390,gene,disease,risk_gene
71878,INAVA,C4748083,gene,disease,risk_gene
71879,NGLY1,C3808991,gene,disease,risk_gene
71880,TBC1D23,C3714756,gene,disease,risk_gene
71881,TBC1D23,C4540164,gene,disease,risk_gene
71882,TDP1,C0598589,gene,disease,risk_gene
71883,TDP1,C1846574,gene,disease,risk_gene
71884,MBD5,C0004238,gene,disease,risk_gene
71885,MBD5,C0005586,gene,disease,risk_gene
71886,MBD5,C0235480,gene,disease,risk_gene
71887,MBD5,C1969562,gene,disease,risk_gene
71888,MBD5,C2585653,gene,disease,risk_gene
71889,MBD5,C3468561,gene,disease,risk_gene
71890,MBD5,C4304532,gene,disease,risk_gene
71891,CFAP44,C4539824,gene,disease,risk_gene
71893,ERMARD,C1868720,gene,disease,risk_gene
71894,ERMARD,C3809872,gene,disease,risk_gene
71895,ERMARD,C4304514,gene,disease,risk_gene
71898,CMTR2,C0010606,gene,disease,risk_gene
71899,CMTR2,C0032460,gene,disease,risk_gene
71900,CMTR2,C0152013,gene,disease,risk_gene
71901,CMTR2,C1136382,gene,disease,risk_gene
71902,MCTP2,C0036341,gene,disease,risk_gene
71903,MCTP2,C0041696,gene,disease,risk_gene
71904,MCTP2,C1269683,gene,disease,risk_gene
71905,MCTP2,C2675463,gene,disease,risk_gene
71906,FGD6,C0345967,gene,disease,risk_gene
71907,FGD6,C2237660,gene,disease,risk_gene
71908,LMBRD1,C1848578,gene,disease,risk_gene
71909,DEPDC1B,C2239176,gene,disease,risk_gene
71910,CSGALNACT1,C0023893,gene,disease,risk_gene
71911,CACNA2D3,C1535926,gene,disease,risk_gene
71913,SCN3B,C0264893,gene,disease,risk_gene
71914,SCN3B,C0348626,gene,disease,risk_gene
71915,SCN3B,C0428908,gene,disease,risk_gene
71916,SCN3B,C1142166,gene,disease,risk_gene
71917,SCN3B,C1399226,gene,disease,risk_gene
71918,SCN3B,C1843687,gene,disease,risk_gene
71919,SCN3B,C2748542,gene,disease,risk_gene
71920,SCN3B,C2751088,gene,disease,risk_gene
71921,SCN3B,C4551804,gene,disease,risk_gene
71922,HR,C0002170,gene,disease,risk_gene
71924,HR,C0086873,gene,disease,risk_gene
71925,HR,C0162311,gene,disease,risk_gene
71926,HR,C0263477,gene,disease,risk_gene
71927,HR,C0263505,gene,disease,risk_gene
71928,HR,C1859592,gene,disease,risk_gene
71929,HR,C1859877,gene,disease,risk_gene
71930,HR,C2750815,gene,disease,risk_gene
71931,HR,C2931059,gene,disease,risk_gene
71932,HR,C4083212,gene,disease,risk_gene
71933,ST6GALNAC1,C0033975,gene,disease,risk_gene
71934,ST6GALNAC1,C0036341,gene,disease,risk_gene
71935,ST6GALNAC1,C0349204,gene,disease,risk_gene
71936,TRERF1,C0006142,gene,disease,risk_gene
71937,TRERF1,C0678222,gene,disease,risk_gene
71938,TRERF1,C1257931,gene,disease,risk_gene
71939,TRERF1,C1458155,gene,disease,risk_gene
71940,TRERF1,C4704874,gene,disease,risk_gene
71941,ADCY10,C0342639,gene,disease,risk_gene
71942,ADCY10,C0543800,gene,disease,risk_gene
71944,SPATA7,C0035334,gene,disease,risk_gene
71945,SPATA7,C0339527,gene,disease,risk_gene
71946,SPATA7,C1858080,gene,disease,risk_gene
71947,SPATA7,C1858677,gene,disease,risk_gene
71948,SPATA7,C2751780,gene,disease,risk_gene
71949,SPATA7,C3540662,gene,disease,risk_gene
71951,BDP1,C3711374,gene,disease,risk_gene
71952,DOK5,C0005586,gene,disease,risk_gene
71953,KDM3A,C0006142,gene,disease,risk_gene
71954,RNF130,C0033578,gene,disease,risk_gene
71955,RNF130,C0376358,gene,disease,risk_gene
71956,VPS11,C4225247,gene,disease,risk_gene
71957,PAG1,C0023452,gene,disease,risk_gene
71958,PAG1,C0023453,gene,disease,risk_gene
71959,PAG1,C0036341,gene,disease,risk_gene
71960,PAG1,C1961102,gene,disease,risk_gene
71961,PECR,C0020796,gene,disease,risk_gene
71962,PECR,C0025363,gene,disease,risk_gene
71963,PECR,C0917816,gene,disease,risk_gene
71964,PECR,C3714756,gene,disease,risk_gene
71965,DCAF6,C0033578,gene,disease,risk_gene
71966,DCAF6,C0376358,gene,disease,risk_gene
71967,SELENOS,C0007131,gene,disease,risk_gene
71968,SELENOS,C0021368,gene,disease,risk_gene
71969,SELENOS,C0033578,gene,disease,risk_gene
71970,SELENOS,C0376358,gene,disease,risk_gene
71972,GLT8D1,C0023893,gene,disease,risk_gene
71973,GLT8D1,C0041696,gene,disease,risk_gene
71974,GLT8D1,C1269683,gene,disease,risk_gene
71975,UBAP2,C0001973,gene,disease,risk_gene
71976,CENPJ,C0025958,gene,disease,risk_gene
71977,CENPJ,C0265202,gene,disease,risk_gene
71978,CENPJ,C0431350,gene,disease,risk_gene
71979,CENPJ,C1842109,gene,disease,risk_gene
71980,CENPJ,C3711387,gene,disease,risk_gene
71981,CENPJ,C3888212,gene,disease,risk_gene
71982,EAF2,C0024121,gene,disease,risk_gene
71983,EAF2,C0033578,gene,disease,risk_gene
71984,EAF2,C0079731,gene,disease,risk_gene
71985,EAF2,C0242379,gene,disease,risk_gene
71986,EAF2,C0376358,gene,disease,risk_gene
71987,EAF2,C2239176,gene,disease,risk_gene
71988,ARHGAP15,C4317009,gene,disease,risk_gene
71989,ARHGAP15,C4505353,gene,disease,risk_gene
71990,PSENEN,C0162836,gene,disease,risk_gene
71991,PSENEN,C1840560,gene,disease,risk_gene
71992,PSENEN,C3151037,gene,disease,risk_gene
71993,PSENEN,C3714534,gene,disease,risk_gene
71994,KIZ,C0035334,gene,disease,risk_gene
71995,KIZ,C4014312,gene,disease,risk_gene
71996,TMEM165,C0002452,gene,disease,risk_gene
71997,TMEM165,C0023893,gene,disease,risk_gene
71998,TMEM165,C3553571,gene,disease,risk_gene
71999,DBNDD2,C0023893,gene,disease,risk_gene
72000,ECHDC1,C0019193,gene,disease,risk_gene
72001,ECHDC1,C0025202,gene,disease,risk_gene
72002,ECHDC1,C0860207,gene,disease,risk_gene
72003,ECHDC1,C1262760,gene,disease,risk_gene
72004,ECHDC1,C3658290,gene,disease,risk_gene
72005,ECHDC1,C4277682,gene,disease,risk_gene
72006,ECHDC1,C4279912,gene,disease,risk_gene
72007,TMEM126B,C1838979,gene,disease,risk_gene
72008,TMEM126B,C4748830,gene,disease,risk_gene
72009,HDAC8,C0270972,gene,disease,risk_gene
72010,HDAC8,C1839736,gene,disease,risk_gene
72011,HDAC8,C3550903,gene,disease,risk_gene
72012,ASH1L,C0023903,gene,disease,risk_gene
72013,ASH1L,C0033578,gene,disease,risk_gene
72014,ASH1L,C0345904,gene,disease,risk_gene
72015,ASH1L,C0376358,gene,disease,risk_gene
72016,ASH1L,C1535926,gene,disease,risk_gene
72017,ASH1L,C3714756,gene,disease,risk_gene
72018,ASH1L,C4540478,gene,disease,risk_gene
72020,PBK,C0032460,gene,disease,risk_gene
72021,PBK,C1136382,gene,disease,risk_gene
72022,PBK,C2239176,gene,disease,risk_gene
72023,GSDMB,C0004096,gene,disease,risk_gene
72024,GSDMB,C0006142,gene,disease,risk_gene
72025,GABRQ,C0018817,gene,disease,risk_gene
72026,GABRQ,C0036341,gene,disease,risk_gene
72027,GABRQ,C0149931,gene,disease,risk_gene
72028,GABRQ,C1510586,gene,disease,risk_gene
72029,GABRQ,C1862389,gene,disease,risk_gene
72030,THSD1,C0038525,gene,disease,risk_gene
72031,THSD1,C0455988,gene,disease,risk_gene
72033,KMT2E,C0023418,gene,disease,risk_gene
72034,KMT2E,C0023466,gene,disease,risk_gene
72035,KMT2E,C0023470,gene,disease,risk_gene
72038,KMT2E,C1535926,gene,disease,risk_gene
72042,RNF114,C0030246,gene,disease,risk_gene
72043,RNF114,C0033860,gene,disease,risk_gene
72044,ZC4H2,C0025958,gene,disease,risk_gene
72045,ZC4H2,C0796200,gene,disease,risk_gene
72046,ZC4H2,C1839735,gene,disease,risk_gene
72047,ZC4H2,C1844934,gene,disease,risk_gene
72048,ZC4H2,C1956147,gene,disease,risk_gene
72049,ZC4H2,C3853041,gene,disease,risk_gene
72050,ERBIN,C0010606,gene,disease,risk_gene
72051,CTTNBP2NL,C0023893,gene,disease,risk_gene
72052,MYO5C,C0013146,gene,disease,risk_gene
72053,MYO5C,C0013170,gene,disease,risk_gene
72054,MYO5C,C0013222,gene,disease,risk_gene
